#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:Q14118	uniprotkb:P19137	-	-	uniprotkb:"DAG1"(gene name)	uniprotkb:"Lama1"(gene name)	psi-mi:"MI:0892"("solid phase assay")	Talts JF et al.(1999)	pubmed:10022829	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19137__Q14118_10022829_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"table III"|comment:"Experiments performed with alpha1LG4-5, alpha1VI/V"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Shi H et al.(2007)	pubmed:17615292|imex:IM-14994	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_17615292_matrixdb_1|intact:EBI-6312951|imex:IM-14994-3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Fig. 1C"|curation depth:imex curation	taxid:-1(in vitro)	kd:2.32e-08(molar)	-	-	-	-	-	false	"his tag":n-n	"his tag":n-n	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0663"("confocal microscopy")	Shi H et al.(2007)	pubmed:17615292|imex:IM-14994	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_17615292_matrixdb_2|intact:EBI-6313174|imex:IM-14994-4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	-	-	-	-	-	-	-	figure legend:"Fig. 2A"|curation depth:imex curation	taxid:46018(Echovirus E7)	-	-	-	-	-	-	false	"biotin tag":?-?	-	-	-	psi-mi:"MI:0709"(polyclonal antibody immunostaining)	psi-mi:"MI:0709"(polyclonal antibody immunostaining)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0006"("anti bait coimmunoprecipitation")	Shi H et al.(2007)	pubmed:17615292|imex:IM-14994	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_17615292_matrixdb_3|intact:EBI-6313188|imex:IM-14994-5	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Fig. 2B"|curation depth:imex curation	taxid:46018(Echovirus E7)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprotkb:P19338	uniprotkb:P39060-PRO_0000005794	-	matrixdb:PFRAG_1_human	uniprotkb:"NCL"(gene name)	matrixdb:Endostatin(short label)	psi-mi:"MI:0096"("pull down")	Shi H et al.(2007)	pubmed:17615292|imex:IM-14994	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_17615292_matrixdb_4|intact:EBI-6313219|imex:IM-14994-6	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"1D-F"|comment:"None of the endostatin fragments binds nucleolin (Figure 1D-F), which suggests that n nucleolin may not mediate the bioactivities of any fragments of endostatin"|curation depth:imex curation	taxid:46018(Echovirus E7)	-	-	-	-	-	-	false	-	"his tag":n-n|"mutation disrupting interaction":27-27,139-139(p.[Arg27Ala;Arg139Ala])	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0096"("pull down")	Shi H et al.(2007)	pubmed:17615292|imex:IM-14994	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_17615292_matrixdb_5|intact:EBI-6509909|imex:IM-14994-7	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"1A"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"his tag":n-n	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0006"("anti bait coimmunoprecipitation")	Fu Y et al.(2009)	pubmed:19877579|imex:IM-17887	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_19877579_matrixdb_1|intact:EBI-6250913|imex:IM-17887-1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"2A"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"his tag":n-n|"mutation disrupting interaction strength":139-139,27-27,53-53,24-24,62-63(p.[Arg24Ala;Arg27Ala;Arg53Ala;Arg62_Arg63delinsAlaAla;Arg139Ala])|"mutation decreasing interaction strength":27-27,139-139(p.[Arg27Ala;Arg139Ala])|"mutation decreasing interaction strength":24-24,53-53(p.[Arg24Ala;Arg53Ala])|"mutation disrupting interaction strength":24-24,27-27,53-53,139-139(p.[Arg24Ala;Arg27Ala;Arg53Ala;Arg139Ala])|"mutation decreasing interaction strength":62-62,63-63(p.[Arg62Ala;Arg63Ala])	"his tag":n-n	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0054"("fluorescence-activated cell sorting")	Fu Y et al.(2009)	pubmed:19877579|imex:IM-17887	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_19877579_matrixdb_2|intact:EBI-6250966|imex:IM-17887-2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	-	-	-	-	-	-	-	figure legend:"3A, 3B"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"his tag":n-n	-	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0421"(identification by antibody)
uniprotkb:P39060-PRO_0000005794	uniprotkb:P19338	matrixdb:PFRAG_1_human	-	matrixdb:Endostatin(short label)	uniprotkb:"NCL"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Fu Y et al.(2009)	pubmed:19877579|imex:IM-17887	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_19877579_matrixdb_3|intact:EBI-6254909|imex:IM-17887-4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"2B"|curation depth:imex curation	taxid:-1(in vitro)	kd:7.01e-07(molar)	-	-	-	-	-	false	"mutation decreasing interaction strength":27-27,139-139(p.[Arg27Ala;Arg139Ala])|"mutation decreasing interaction strength":62-63(p.Arg62_Arg63delinsAlaAla)|"mutation disrupting interaction strength":24-24,27-27,53-53,139-139(arg24ala,arg27ala,arg53ala,arg139ala)|"mutation decreasing interaction strength":24-24,53-53(p.[Arg24Ala;Arg53Ala])|"mutation decreasing interaction":24-24,27-27,53-53,62-62,139-139,63-63(p.[Arg24Ala;Arg27Ala;Arg53Ala;Arg62Ala;Arg63Ala;Arg139Ala])|"his tag":n-n	"his tag":n-n	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P19338	uniprotkb:P39060-PRO_0000005794	-	matrixdb:PFRAG_1_human	uniprotkb:"NCL"(gene name)	matrixdb:Endostatin(short label)	psi-mi:"MI:0051"("fluorescence technology")	Fu Y et al.(2009)	pubmed:19877579|imex:IM-17887	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P19338__PFRAG_1_human_19877579_matrixdb_4|intact:EBI-6254969|imex:IM-17887-5	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	-	-	-	-	-	-	-	figure legend:"5D"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"his tag":n-n	"his tag":n-n|"mutation decreasing interaction strength":53-53,24-24(p.[Arg24Ala;Arg53Ala])|"mutation decreasing interaction strength":62-63(p.Arg62_Arg63delinsAlaAla)|"mutation decreasing interaction strength":27-27,139-139(p.[Arg27Ala;Arg139Ala])|"mutation decreasing interaction strength":24-24,27-27,53-53,139-139(p.[Arg24Ala;Arg27Ala;Arg53Ala;Arg139Ala])|"mutation disrupting interaction":24-24,27-27,53-53,62-62,63-63,139-139(p.[Arg24Ala;Arg27Ala;Arg53Ala;Arg62Ala;Arg63Ala;Arg139Ala])	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0421"(identification by antibody)
uniprotkb:P35444	uniprotkb:P20849	-	-	uniprotkb:"Comp"(gene name)	uniprotkb:"Col9a1"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Pihlajamaa T et al.(2004)	pubmed:15047691	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20849__P35444_15047691_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"data not shown"|comment:"Experiment performed with the full-length alpha1(IX) polypeptide and the C-terminal fragment of the COMP monomer."|curation depth:mimix curation	taxid:-1(in vitro)	kd:9e-10(molar)	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P35444	uniprotkb:P20849	-	-	uniprotkb:"Comp"(gene name)	uniprotkb:"Col9a1"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Pihlajamaa T et al.(2004)	pubmed:15047691	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20849__P35444_15047691_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"8"|comment:"Experiment performed with the NC4 domain (amino-acids 24-268) of the alpha1(IX) polypeptide and the C-terminal fragment of the COMP monomer."|curation depth:mimix curation	taxid:-1(in vitro)	kd:2.3e-10(molar)	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0093"(protein sequence identification)
uniprotkb:P20908	uniprotkb:P24821	-	-	uniprotkb:"Col5a1"(gene name)	uniprotkb:"TNC"(gene name)	psi-mi:"MI:0018"("two hybrid")	Symoens S et al.(2011)	pubmed:20979576|imex:IM-23260	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20908__P24821_20979576_matrixdb_1|intact:EBI-9979892|imex:IM-23260-7	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Table 1"|curation depth:imex curation	taxid:559292(Saccharomyces cerevisiae S288C)	-	-	-	-	-	-	false	"sufficient binding region":37-591|"gal4 dna binding domain":n-n	"experimental feature":n-n|"sufficient binding region":1483-1622	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P24821	uniprotkb:P20908	-	-	uniprotkb:"TNC"(gene name)	uniprotkb:"Col5a1"(gene name)	psi-mi:"MI:0006"("anti bait coimmunoprecipitation")	Symoens S et al.(2011)	pubmed:20979576|imex:IM-23260	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20908__P24821_20979576_matrixdb_2|intact:EBI-15480204|imex:IM-23260-23	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Figure 3A"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"flag tag":n-n|"sufficient binding region":1483-1622	"sufficient binding region":37-591	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprotkb:Q86SF2	uniprotkb:P20908	-	-	uniprotkb:"Galnt7"(gene name)	uniprotkb:"Col5a1"(gene name)	psi-mi:"MI:0018"("two hybrid")	Symoens S et al.(2011)	pubmed:20979576|imex:IM-23260	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20908__Q86SF2_20979576_matrixdb_1|intact:EBI-9980051|imex:IM-23260-12	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Table 1"|curation depth:imex curation	taxid:559292(Saccharomyces cerevisiae S288C)	-	-	-	-	-	-	false	"sufficient binding region":1-657|"experimental feature":n-n	"sufficient binding region":1-594|"gal4 dna binding domain":n-n	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:Q15113	uniprotkb:P20908	-	-	uniprotkb:"Pcolce"(gene name)	uniprotkb:"Col5a1"(gene name)	psi-mi:"MI:0018"("two hybrid")	Symoens S et al.(2011)	pubmed:20979576|imex:IM-23260	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20908__Q15113_20979576_matrixdb_1|intact:EBI-9979979|imex:IM-23260-8	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Table 1"|curation depth:imex curation	taxid:559292(Saccharomyces cerevisiae S288C)	-	-	-	-	-	-	false	"experimental feature":n-n|"sufficient binding region":39-181	"sufficient binding region":1-594|"experimental feature":n-n	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:Q15113	uniprotkb:P20908	-	-	uniprotkb:"Pcolce"(gene name)	uniprotkb:"Col5a1"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Symoens S et al.(2011)	pubmed:20979576|imex:IM-23260	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P20908__Q15113_20979576_matrixdb_2|intact:EBI-11683370|imex:IM-23260-14	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Figure 2A"|comment:"The binding of the pNalpha1(V) to PCPE-1 increased in the presence of 5 mM CaCl2"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"sufficient binding region":37-591	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P98160	uniprotkb:P21781	-	-	uniprotkb:"Hspg2"(gene name)	uniprotkb:"FGF7"(gene name)	psi-mi:"MI:0892"("solid phase assay")	Mongiat M et al.(2000)	pubmed:10702276	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21781__P98160_10702276_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P98160-PRO_0000391621	uniprotkb:P21781	matrixdb:PFRAG_6_human	-	matrixdb:Endorepellin(short label)	uniprotkb:"FGF7"(gene name)	psi-mi:"MI:0018"("two hybrid")	Mongiat M et al.(2000)	pubmed:10702276	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21781__PFRAG_6_human_10702276_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P98160-PRO_0000391621	uniprotkb:P21781	matrixdb:PFRAG_6_human	-	matrixdb:Endorepellin(short label)	uniprotkb:"FGF7"(gene name)	psi-mi:"MI:0892"("solid phase assay")	Mongiat M et al.(2000)	pubmed:10702276	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21781__PFRAG_6_human_10702276_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	kd:5.9e-08(molar)	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:Q6DTL8	uniprotkb:P21803	-	-	-	uniprotkb:"FGFR2"(gene name)	psi-mi:"MI:0892"("solid phase assay")	Ishijima M et al.(2012)	pubmed:22421594|imex:IM-17882	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21803__Q6DTL8_22421594_matrixdb_1|intact:EBI-6287042|imex:IM-17882-3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"8A"|comment:"Perlecan bears glycosaminoglycan chains (heparan sulfate and chondroitin sulfate)"|comment:"FGFR2 is a homodimer"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"sufficient binding region":27-377|"fc-igg tag":c-c	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)
uniprotkb:P21809	uniprotkb:P39060-PRO_0000005794	-	matrixdb:PFRAG_1_human	uniprotkb:"BGN"(gene name)	matrixdb:Endostatin(short label)	psi-mi:"MI:0892"("solid phase assay")	Zeng X et al.(2005)	pubmed:15995169	taxid:9913(Bos taurus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21809__PFRAG_1_human_15995169_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"1B"|curation depth:mimix curation	taxid:-1(in vitro)	kd:1.1e-07(molar)	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P21809	uniprotkb:P39060-PRO_0000005794	-	matrixdb:PFRAG_1_human	uniprotkb:"BGN"(gene name)	matrixdb:Endostatin(short label)	psi-mi:"MI:0096"("pull down")	Zeng X et al.(2005)	pubmed:15995169	taxid:9913(Bos taurus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21809__PFRAG_1_human_15995169_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"1C"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P21809	uniprotkb:P39060-PRO_0000005794	-	matrixdb:PFRAG_1_human	uniprotkb:"BGN"(gene name)	matrixdb:Endostatin(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9913(Bos taurus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21809__PFRAG_1_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"061207a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P05067-PRO_0000000092	uniprotkb:P21809	matrixdb:PFRAG_12_human	-	matrixdb:Beta-amyloid peptide 1-42(short label)	uniprotkb:"BGN"(gene name)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9606(Homo sapiens)	taxid:9913(Bos taurus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21809__PFRAG_12_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"100707a"|comment:"Experiment performed with the proteoglycan form"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0093"(protein sequence identification)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:Q9QUK6	uniprotkb:P21810	-	-	uniprotkb:"Tlr4"(gene name)	uniprotkb:"BGN"(gene name)	psi-mi:"MI:0006"("anti bait coimmunoprecipitation")	Moreth K et al.(2014)	pubmed:24480070|imex:IM-22963	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:P21810__Q9QUK6_24480070_matrixdb_1|intact:EBI-9663810|imex:IM-22963-4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Fig. 1C"|curation depth:imex curation	taxid:10090(Mus musculus)	-	-	-	-	-	-	false	-	"his tag":c-c	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
